,0
0,0.5622881889539896
1,1.4245212471754818
2,2.2318738066334767
3,1.2967170459226982
4,1.447840843358974
5,0.9331312140985113
6,1.083584886665622
7,0.6865923809446016
8,0.9026719079201697
9,0.6416299583054195
10,0.8173148952039613
11,1.648001682918529
12,0.8589166242256514
13,0.7579557011424594
14,0.9767535415683408
15,0.5767937848985438
16,0.6498190749707691
17,0.8739926256827868
18,0.9556481632046183
19,0.5339895378775966
20,1.1910569053174678
21,0.5602180796219832
22,1.7133148920803656
23,1.2181206079741729
24,0.8447658869073806
25,0.6015641751656098
26,0.7498024973676461
27,1.8773827689786522
28,1.5376608629497703
29,1.6919888947486044
30,0.6216854550951579
31,1.9688114749953582
32,0.8276921649396702
33,1.8418814431104402
34,1.114855427816152
35,0.6874408262152933
36,0.6710628131023731
37,1.6933411000510488
38,1.3930260808828039
39,0.5910522456118095
40,1.9370527507256654
41,1.959221683465548
42,0.5736165784767948
43,0.6473607180441183
44,1.1919701370187465
45,0.575739534143026
46,0.7097854638130217
47,0.8559848352422568
48,2.7126868925191063
49,0.8072494425497212
50,0.870146381286043
51,2.2143427727046334
52,1.6943403974571856
53,0.4047998264689449
54,0.3287649686740025
55,0.5297282096919068
56,0.6960136795111596
57,1.1795021802547665
58,2.3787153498454927
59,1.2280240845444692
60,1.36300611667012
61,2.451126213758392
62,0.9904014105556697
63,0.6149898448504256
64,0.676290646333916
65,2.0902035831442953
66,0.5221116916489945
67,0.8920802967232406
68,0.7616593368627723
69,0.5900775017258091
70,0.3840877286408347
71,0.5787215352802653
72,0.6313247695228507
73,0.5937444593858835
74,0.6807371315167547
75,0.44669417735751993
76,2.4863709259663715
77,0.6539827885309597
78,1.0032673761917419
79,1.0511540219467388
80,1.5473893026528853
81,0.5412918186088324
82,0.8357521207115373
83,0.8684214936468573
84,1.0959382632124923
85,1.9504800242997251
86,1.3132756826066967
87,1.0606887765484614
88,0.47053823645740933
89,0.7760417179635897
90,1.3194458611600877
91,1.0774702885590548
92,0.4663349529035936
93,0.5998848626287872
94,1.3100960987491164
95,2.3124024245833708
96,0.5889139347323915
97,2.0786355021449183
98,0.7696713811006762
99,0.6816213459686461
100,1.0049326585298552
101,1.6008956277591841
102,0.3899552820328647
103,0.4290193721074126
104,0.49406488829102413
105,1.0710068071049794
106,0.6274497108458814
107,1.992784776011819
108,1.9656797671733117
109,0.8786328388794606
110,1.5838853775312398
111,1.93202170097081
112,0.5801670207271962
113,0.9107676449073088
114,1.3218673152752594
115,0.4848114251897395
116,0.6153457226069274
117,0.8975802309816121
118,1.7658167220436907
119,0.5305985622369107
120,0.7170987020913822
121,2.2507942164496595
122,0.5161193054935262
123,2.4712294165492446
124,1.5435819374848654
125,1.8114944459678775
126,1.4576061498421562
127,0.7328204434855082
128,0.4935589458573003
129,0.538815684734562
130,0.8573384365130221
131,0.7033081639995484
132,1.3212370171364718
133,0.8153199272964168
134,0.6269983747533865
135,0.5572647663935206
136,0.36704684560107076
137,0.6518935986045657
138,0.801710514535041
139,0.6061749850245364
140,0.9469469168738666
141,1.3071596285325038
142,0.5866511595800974
143,1.5737086763184185
144,0.7844352546446636
145,1.0500353642987041
146,0.38584686812733127
147,1.428989482246135
148,0.6885314593041247
149,0.9560532964313495
150,2.282779030736474
151,1.0561635297056726
152,0.9287025927009819
153,1.3923220017001061
154,0.9715996067583614
155,2.8380573198866412
156,0.6049399501421705
157,0.554983448286829
158,0.43356311584409657
159,0.9068792155386667
160,1.032230125020126
161,0.5025784241050135
162,0.8359545327785228
163,1.7377283968445083
164,1.0148600845806028
165,0.3210300689307455
166,0.9208781108528636
167,0.665994563993988
168,1.460422575054827
169,0.6583437249566675
170,0.6240133761036861
171,0.7475867085409813
172,0.7898445261453373
173,0.47979085428321744
174,1.0681968119033196
175,0.7594254858539504
176,0.6994283892242529
177,0.5625036004600745
178,0.551648521327834
179,0.8229102684124737
180,0.4511057039518156
181,0.5879310366847792
182,1.3754537009289458
183,0.4859086996153802
184,0.9639045327485627
185,0.49687378407879834
186,0.7621590540653571
187,1.5939045629675725
188,0.4221212117811364
189,1.2941747603431972
190,1.0958944913477768
191,0.5026012604853036
192,1.3730134808639356
193,1.3495505279999176
194,0.5861098458435796
195,0.8134066971095517
196,1.2379325395132794
197,1.4674337630955003
198,1.0030716340542085
199,0.8744736160516949
200,0.3704019351985278
201,1.0473504462446896
202,0.6520435504688966
203,0.9916659519224525
204,1.2614167284718794
205,0.8373068001383821
206,1.011213252502332
207,0.6733389592705712
208,1.0086401533108575
209,0.4091796277118788
210,1.3657191371869897
211,0.7067523954615371
212,0.9677679135551883
213,1.231014758865091
214,1.0401854441549363
215,0.33900283377365015
216,1.4032408582460514
217,1.4802566315287735
218,0.7868858085503598
219,0.005102449508413542
220,2.744121485444096
221,1.6069261430893966
222,1.1551654129581783
223,0.7151957276907135
224,0.7397201418796051
225,0.5015879674903025
226,0.48992375226632134
227,0.6777141199203042
228,0.7267168932072536
229,0.37028203481013433
230,0.5341175678970143
231,0.7089431880803396
232,0.721147893866
233,0.6536339446111772
234,0.7657942247531204
235,0.5048359117564996
236,0.9468181809634784
237,0.7057691720166201
238,0.8862884505763199
239,1.637283718885311
240,1.3358862338859139
241,0.555556361659169
242,0.7735813475714353
243,0.4928444701945127
244,0.569737046193997
245,0.8326114069491654
246,0.748689167577572
247,1.5537096368478067
248,1.7401374515058634
249,1.9930823059120963
250,0.8101261143684211
251,0.48958266942891376
252,1.0955717936181215
253,0.5318571804300931
254,0.6411077228909439
255,1.5750565751285506
256,0.6895169261806329
257,0.831404406412565
258,1.5145611691374705
259,0.30940725246023226
260,0.7948402530009852
261,0.7789252345619964
262,0.5636284198546772
263,1.5678180993315425
264,2.088316754019486
265,0.610424304125403
266,0.5056052664814782
267,1.3342641619844
268,0.36828648578975987
269,1.0356036410374476
270,1.8846952914062525
271,1.4984746893274121
272,0.8448663062914683
273,0.5139593632654295
274,0.8417748719569551
275,0.9536511239717724
276,0.5118290918964152
277,1.3317057726351036
278,0.5263132625871731
279,1.9284080426368237
280,1.3203492589729808
281,2.21688933266206
282,0.6105385818814345
283,0.5822584791268719
284,0.5008510163082153
285,1.1365547939739535
286,1.3301069203119562
287,1.2583567438540437
288,0.5608041896187479
289,1.6515981467275307
290,0.6976413848241811
291,0.7782890759485599
292,1.5946783399462703
293,1.118917693170792
294,1.072962849771638
295,1.0315047248985034
296,0.3386398642404209
297,0.6489739338516969
298,1.071180555496161
299,0.4763753747212619
300,1.7568406475195446
301,0.9565271780939204
302,0.5335579778231989
303,0.7725648453863098
304,0.7957726216688715
305,1.8549045897904908
306,0.621441377154983
307,0.5200413056855198
308,1.7535092534010406
309,0.45853414611157095
310,0.7840523361748908
311,1.8812273923646423
312,0.42172162736939517
313,0.7336443187678681
314,0.7894445693114434
315,0.9897209072924001
316,0.8185633413182583
317,0.5537900647938172
318,0.48190043938526095
319,0.5995703865282238
320,1.328157688746656
321,0.8560509363318438
322,0.5399901777410165
323,0.42442026542054523
324,1.286932692590574
325,1.1069467794884613
326,0.9521792290765121
327,0.4147829508825294
328,1.2964844213291982
329,1.5633813868361317
330,0.5923191741986644
331,0.7753735491469422
332,0.6256159822115288
333,1.1978626623111586
334,1.5856719157104704
335,0.33129752977872107
336,1.454978078624708
337,1.2112415077861085
338,0.968715810808578
339,0.5841474870759018
340,0.5494714098772497
341,0.6844198549074596
342,1.6141811966247361
343,0.5347498472215658
344,0.501826538144651
345,0.8766007275230012
346,1.138976568469589
347,0.6637786998828026
348,1.3590103552651
349,0.47888701380487797
350,0.9550854749971438
351,1.1070281526153123
352,0.42748835951902076
353,1.0510813473191634
354,0.6728139476516816
355,1.2914530907665611
356,0.8450612915904528
357,1.4055473672583219
358,0.7839248157185866
359,0.5004114328242132
360,0.9564290231562262
361,0.9402054240806892
362,0.7945268221861443
363,0.4448270832144283
364,1.0182835798384744
365,0.9268696996011014
366,1.185945858272607
367,1.1017065945552083
368,0.5122141455285874
369,0.7320287146107415
370,1.2316174059112006
371,0.9997655267146995
372,1.017048967906843
373,0.6205393419980392
374,2.052427748343578
375,0.8439848755296526
376,1.2778091051188165
377,0.8358878069719566
378,1.140208026084262
379,0.7599868381210731
380,0.6232549978805805
381,1.0509956375507767
382,0.6266912168438592
383,1.1205128537132762
384,2.879164166158024
385,1.629283862306254
386,1.7330841728768434
387,0.4745205117439834
388,0.6774686805859997
389,0.7456858800330078
390,1.123214311150456
391,0.7307858309712618
392,2.4146562818336386
393,0.5623851599581167
394,0.8015806187801302
395,1.5971967097529696
396,1.1191663076146505
397,0.8394138402668924
398,0.4427528760469715
399,0.9537826785306076
400,0.37036080270143956
401,0.7882652943050457
402,0.6118609184808943
403,1.5711434004327625
404,1.1311291751229202
405,0.9509938423299082
406,1.2790650106106225
407,0.5431049439767647
408,0.3376751342982406
409,0.6304129257257653
410,0.8135501776653093
411,0.8758323416142474
412,0.4931784525357265
413,1.4778199839112471
414,1.2146309585923678
415,0.8030377871284823
416,2.0282494572902
417,0.6676291031921682
418,0.8087081599144117
419,0.6026786748731429
420,0.6609205912688355
421,1.4065692754301755
422,2.924288050209633
423,0.7163396129625466
424,1.7910181270132985
425,0.5428456319047539
426,1.4426535955702473
427,0.7957468304403101
428,1.1021437610363831
429,1.1647151395470028
430,0.5218796452103889
431,2.8769485409878213
432,0.9733549443982966
433,1.5661178827045925
434,1.173008029746774
435,0.7957408422119543
436,0.8748539871680278
437,0.6028553472506284
438,0.9875465832052276
439,0.4724806861447116
440,1.0203546896520528
441,2.6646778799205184
442,1.9498205187901076
443,0.5580511885645817
444,0.7624930663670215
445,1.2993064735560245
446,0.6401893037907351
447,1.0033342573544135
448,0.3791541892724418
449,1.1024766563451969
450,0.6879329936954832
451,0.4170307744213102
452,1.2628607725794225
453,1.2482204414801437
454,0.31400478788171027
455,0.6512846647574877
456,0.8376164114876373
457,2.882973072908154
458,0.41477122711035896
459,1.274697864416274
460,1.20993283781233
461,0.54909109267108
462,0.5742795323299489
463,1.1433338684135985
464,0.5172798128638743
465,0.6030825559053199
466,0.6222643733330746
467,1.203125387981824
468,0.674995502895717
469,1.5948599419767748
470,0.6653496296030426
471,1.0564713314162637
472,1.5859393209781603
473,0.7776401788060874
474,0.556453451510054
