,0
0,0.22249059452622927
1,0.35274095719671705
2,0.40052264787596437
3,1.1563406052818703
4,0.3812211093412141
5,0.6089622425565238
6,2.8921159144491764
7,0.3860964821187862
8,0.4176981277127241
9,0.40680455439718044
10,0.6713695206778607
11,0.7298745733041025
12,0.5093219293073731
13,0.1461841553836517
14,1.025208035899571
15,0.32801974642349396
16,0.3945032341513617
17,0.25014927154606603
18,0.5163112704118078
19,0.5197156400496213
20,0.3760674270673239
21,0.37339629623911286
22,0.7802244914407421
23,0.5249104366986304
24,0.25256066576878267
25,0.17326218014347283
26,0.45717065834188547
27,0.9407489866634708
28,0.8227871771072044
29,0.1866870587676066
30,0.24154719690362886
31,0.18171302487499852
32,0.6122916294415417
33,0.7732360794787603
34,0.209044241995188
35,0.23176411488817994
36,0.2845791207243159
37,0.8490302138714589
38,0.7343686025837293
39,0.5073739663801646
40,1.5803577543653566
41,0.9453979759054585
42,0.9133504306017559
43,0.7744744324747936
44,0.7660519137094055
45,0.3945435764691816
46,0.3501745139453043
47,0.5260630256624826
48,1.9507283583505894
49,1.1973829948904575
50,0.3743841377817161
51,0.7941476162484229
52,0.40688185838969104
53,0.20409402678322336
54,0.3248583269303154
55,0.21792715168374233
56,0.5699573993220524
57,0.4641399396624142
58,1.543713570434504
59,1.341440777314437
60,0.8798285243497082
61,0.9003784702614355
62,0.7360432855313528
63,0.9628968353293959
64,1.1804006003431595
65,0.4659921655418997
66,0.3924339952738005
67,0.3070054929968927
68,0.9404724329734093
69,0.44368516377021217
70,0.4032380671930057
71,0.9251549104510947
72,0.6049575900445678
73,0.16932408180583913
74,0.7523651042489917
75,0.32875819875748225
76,1.2730591938517821
77,0.22069377507075583
78,0.2813104419946637
79,1.0254305614099704
80,1.3674617969655152
81,0.25349284856400994
82,0.5707784170356656
83,0.5650232703066367
84,0.7555295672901265
85,0.8413738827733281
86,1.5234631563549625
87,0.6813993314947597
88,0.3302829941842711
89,0.30182444399847735
90,0.8521761520959723
91,0.7487058253233904
92,0.2844751028981537
93,0.9910415223383557
94,0.5146442614131632
95,1.287914307490977
96,0.2831977539158326
97,0.4851108343797498
98,0.24688538152652328
99,0.5811549992309686
100,1.19219846456202
101,0.4491770231263461
102,0.238870393859817
103,0.3377055660082834
104,0.7351550433574681
105,0.720100899359899
106,0.7387317704710793
107,0.7962369923867886
108,0.3850482598161279
109,0.7079990965362626
110,0.950148065765547
111,1.5949101792790934
112,0.26814943870216734
113,0.8744683017951238
114,0.4766429894150328
115,0.4073583737188051
116,0.2573623274125514
117,0.615250670354329
118,1.3236316604996685
119,0.8190240945813295
120,0.752734647599747
121,0.3242011280878073
122,1.3042662594245371
123,0.7021087453335051
124,0.6292754149348514
125,0.5432199778328761
126,1.4078827160732605
127,0.42111772108686674
128,0.20169371216464838
129,1.7337013485335582
130,0.5670565230791713
131,0.23125731840806574
132,2.7962869295490447
133,0.49835614134831363
134,0.23647176953169838
135,0.3430479838256227
136,0.2986756692598996
137,0.516637377188075
138,0.31765709132934666
139,0.4778760928091383
140,0.24994260052456396
141,0.789984943999879
142,1.2731822362884262
143,0.8755347026685796
144,0.42803791346432074
145,0.8149866253775633
146,0.3921402467839695
147,0.5429898005451511
148,0.45384760234015764
149,1.4602240842880478
150,0.4579741828637023
151,1.1514196500084335
152,1.1389228297692071
153,0.6487208694597487
154,0.34041996737251345
155,1.7935205235855545
156,0.3019120755673284
157,0.5277254790672838
158,0.27193555184704765
159,1.1317342434222375
160,1.035699553804255
161,0.7351805494772352
162,0.6982377332313292
163,1.4279602704557188
164,1.2594494540178995
165,0.5025906621510403
166,0.8493172142479919
167,0.25728848532512494
168,0.5514824731141968
169,0.34790818269945767
170,0.8232007501922745
171,0.6142843363972148
172,0.6573463095645433
173,0.28894198609565547
174,0.5927860497576729
175,0.23088228024358415
176,0.5598633504001291
177,0.5587931739404524
178,0.8246564566061688
179,0.5991967109541042
180,0.3939445711960166
181,0.3423927052154244
182,0.4972180856842866
183,0.32565460525833095
184,0.3503807111041397
185,0.2353369244482706
186,0.5846157092362103
187,1.067757751291899
188,0.5221385265691804
189,0.721953732874941
190,0.5780269237570075
191,0.7984099001463532
192,1.463635045390594
193,0.5140930014168535
194,0.7931630845436296
195,0.6709876997124988
196,0.5813422180259857
197,0.5791911739964206
198,0.15658347350830149
199,0.22025211253941523
200,0.08058765498038056
201,0.4465339071417325
202,0.20222566471428494
203,0.4581009918399631
204,0.6514749726447802
205,0.5319378240484389
206,0.3554910035497285
207,0.4095741504157282
208,0.4968397123606303
209,0.18897992038537426
210,1.6217932850833028
211,0.13927825241759684
212,0.2813598587041747
213,0.7253827899888079
214,0.9062472051924025
215,0.31830346938006804
216,0.33399069599263864
217,1.7892274175573168
218,0.5452329024606128
219,0.1675947084891024
220,1.4161427474207513
